price,location,bedroom_count,bathroom_count
1950,20,1, 1,0
2065,20,3, 3,0
2204,20,3, 1,1
1600,20,1, 1,0
1650,20,1, 1,0
2695,20,4, 2,1
1750,20,1, 1,0
1744,20,2, 1,0
1550,20,1, 1,0
2400,20,2, 1,0
2180,20,3, 3,0
3000,20,2, 2,0
1850,20,2, 2,0
1700,20,1, 1,0
1950,20,2, 1,0
1850,20,2, 1,0
1700,20,2, 1,0
2000,20,2, 2,1
2950,20,4, 2,0
1950,20,2, 2,0
3600,20,3, 2,1
1425,20,1, 1,0
970,20,1, 1,0
1700,20,2, 2,0
2000,20,3, 1,1
2300,20,2, 1,0
1875,20,2, 1,0
975,20,1, 1,0
1995,20,2, 1,0
1850,20,2, 2,1
2320,20,4, 3,1
2100,20,2, 1,0
2400,20,4, 3,0
1627,20,2, 2,0
1500,20,1, 1,0
2000,20,2, 1,1
1975,20,2, 1,0
1900,20,1, 1,0
1800,20,1, 1,0
1875,20,2, 1,0
2200,20,3, 2,0
2500,20,4, 2,0
1961,20,2, 1,1
1850,20,2, 1,0
1650,20,1, 1,0
2100,20,2, 1,0
2550,20,2, 2,0
1330,20,1, 1,0
1950,20,2, 1,0
1674,20,2, 1,0
2075,20,2, 2,0
2000,20,1, 1,0
1950,20,1, 1,0
2150,20,2, 2,0
1813,20,2, 2,0
1575,20,2, 1,0
1999,20,2, 2,0
3400,20,3, 2,0
1578,20,1, 2,0
1400,20,1, 1,0
1632,20,1, 1,1
1900,20,3, 3,0
2350,20,2, 3,0
2000,20,2, 1,0
1145,20,1, 1,0
2200,20,2, 1,0
1500,20,1, 1,0
1770,20,1, 1,0
1990,20,2, 2,0
2500,20,2, 2,0
2900,20,3, 2,0
2100,20,2, 2,0
1900,20,3, 3,0
3000,20,4, 4,0
2100,20,3, 2,1
1425,20,1, 1,0
1750,20,1, 1,0
1777,20,2, 1,0
1579,20,2, 1,0
1200,20,1, 1,0
1768,20,1, 1,0
1782,20,1, 1,0
1940,20,2, 2,0
1845,20,1, 1,0
2600,20,4, 1,0
1960,20,2, 2,0
1800,20,1, 1,0
1685,20,1, 1,0
2100,20,2, 1,1
1850,20,1, 1,0
1800,20,2, 2,0
2900,20,3, 2,1
1700,20,2, 2,0
1800,20,2, 2,0
1669,20,2, 2,0
2100,20,3, 1,1
3000,20,3, 2,1
1880,20,1, 1,0
2950,20,3, 1,1
2065,20,2, 1,0
2000,20,2, 2,0
1900,20,2, 2,1
4400,20,3, 3,0
1900,20,2, 1,0
4500,20,3, 2,0
1500,20,1, 1,0
1950,20,2, 1,0
2200,20,2, 2,0
2070,20,2, 2,0
2300,20,1, 1,1
2000,20,3, 1,1
2000,20,2, 1,0
1800,20,2, 2,0
1443,20,1, 1,0
2452,20,2, 2,0
1600,20,1, 1,0
1400,20,1, 1,0
1600,20,1, 1,0
3083,20,3, 2,1
2052,20,3, 2,0
2700,20,2, 2,0
1700,20,1, 2,0
2040,20,1, 1,0
1460,20,1, 1,0
2500,20,3, 2,1
1550,20,1, 1,0
3492,20,4, 1,0
2406,20,3, 1,0
2117,20,2, 1,0
5050,20,4, 2,1
2000,20,2, 1,0
1820,20,1, 1,0
1711,20,1, 1,0
1800,20,1, 1,0
3000,20,2, 3,0
2650,20,2, 3,0
1240,20,1, 1,0
2500,20,2, 2,1
1800,20,1, 1,0
2000,20,2, 2,0
1600,20,0, 1,0
2900,20,2, 2,0
2195,20,2, 1,0
2500,20,2, 1,0
1750,20,1, 1,0
1165,20,1, 1,0
950,20,1, 1,0
1450,20,1, 1,0
2250,20,2, 2,0
2690,20,2, 3,0
1580,20,1, 1,0
1750,20,2, 2,0
1600,20,1, 1,0
1750,20,1, 1,0
1845,20,1, 1,0
3580,20,2, 1,0
1800,20,1, 1,0
1935,20,2, 3,0
1752,20,1, 1,0
1500,20,1, 1,0
2450,20,3, 1,0
2500,20,2, 2,0
2700,20,2, 2,0
1500,20,2, 2,0
2100,20,3, 1,1
1600,20,1, 1,0
1685,20,2, 1,0
1726,20,3, 1,0
2150,20,2, 2,0
1673,20,2, 2,0
1600,20,1, 1,0
1595,20,2, 1,0
2999,20,2, 2,0
2150,20,3, 3,1
3850,20,2, 2,0
1667,20,2, 1,0
1785,20,2, 1,0
1775,20,2, 1,0
1400,20,1, 1,0
1710,20,2, 2,0
1304,20,1, 1,0
1599,20,2, 1,0
1800,20,2, 2,0
2044,20,2, 2,0
2100,20,3, 1,0
1883,20,1, 2,0
1892,20,3, 2,0
2347,20,3, 1,0
2216,20,4, 3,1
1500,20,1, 1,0
2750,20,3, 2,1
1600,20,2, 1,0
2000,20,2, 1,0
3037,20,4, 3,1
3200,20,2, 2,0
1250,20,1, 1,0
1614,20,2, 2,0
1900,20,2, 2,0
1600,20,1, 1,0
1612,20,1, 1,0
3500,20,2, 1,0
3500,20,2, 2,0
1900,20,2, 1,0
2650,20,2, 2,1
1400,20,1, 1,0
2300,20,2, 1,0
1850,20,1, 1,1
2500,20,4, 2,0
2000,20,3, 1,1
1695,20,1, 1,1
1500,20,1, 1,0
2000,20,2, 2,0
1800,20,2, 2,0
3350,20,3, 3,0
1395,20,1, 1,0
1900,20,1, 1,0
1800,20,1, 1,0
1500,20,1, 1,0
3450,20,3, 2,0
1800,20,2, 1,0
1700,20,1, 1,0
3700,20,4, 4,1
1400,20,1, 1,0
3700,20,2, 1,0
2000,20,1, 1,0
1900,20,2, 2,0
1997,20,2, 1,0
2700,20,2, 1,0
5000,20,2, 2,0
3771,20,4, 3,0
4000,20,3, 2,0
1730,20,2, 1,0
1450,20,1, 1,1
2000,20,2, 2,0
1239,20,2, 3,0
2232,20,2, 2,1
1890,20,2, 2,0
3500,20,4, 2,0
3000,20,2, 1,0
2000,20,2, 2,0
1875,20,3, 3,0
2400,20,2, 1,0
2100,20,2, 1,0
1200,20,1, 1,0
1200,20,1, 1,0
2150,20,2, 1,0
2000,20,2, 1,0
1200,20,1, 1,0
1600,20,1, 1,0
1700,20,1, 1,1
1750,20,2, 1,1
1500,20,1, 1,0
2000,20,3, 1,1
7000,20,3, 2,1
800,20,1, 1,0
2600,20,3, 2,1
2700,20,3, 1,0
7000,20,4, 2,1
2900,20,3, 1,1
2201,20,3, 3,0
4160,20,3, 2,1
1800,20,1, 1,0
1875,20,2, 2,0
2407,20,2, 1,0
2027,20,2, 2,0
1350,20,1, 1,0
2956,20,4, 2,0
1900,20,2, 2,0
2500,20,3, 2,1
3000,20,2, 2,0
6000,20,4, 3,1
2250,20,2, 2,0
1650,20,2, 2,1
1538,20,2, 2,0
1500,20,1, 1,0
1500,20,1, 1,0
2188,20,2, 2,0
2450,20,2, 1,1
3950,20,3, 3,1
1500,20,1, 1,0
1950,20,2, 1,0
2300,20,4, 2,0
2250,20,2, 1,0
1650,20,2, 1,0
3250,20,3, 2,1
2400,20,2, 2,0
1525,20,1, 1,0
1850,20,2, 2,0
1661,20,1, 1,0
2150,20,2, 2,1
1900,20,2, 3,0
2500,20,2, 1,0
3000,20,5, 3,0
5000,20,5, 3,1
2011,20,2, 1,0
3850,20,4, 2,0
2100,20,2, 2,0
2800,20,2, 2,1
3000,20,1, 1,1
2500,20,2, 1,0
1438,20,1, 1,0
2000,20,3, 1,0
2250,20,3, 3,0
3000,20,4, 3,1
1830,20,2, 1,0
2500,20,3, 1,0
2000,20,1, 1,0
1950,20,1, 1,0
2000,20,2, 2,0
1800,20,2, 1,0
2600,20,2, 2,0
1600,20,1, 1,1
1650,20,1, 1,0
3900,20,5, 3,1
4000,20,3, 2,0
2174,20,2, 2,0
1800,20,1, 1,0
1225,20,1, 1,0
3000,20,4, 3,0
1225,20,1, 1,0
2691,20,2, 2,0
2500,20,4, 3,1
2712,20,4, 2,1
1956,20,2, 1,0
1215,20,2, 1,0
1735,20,2, 1,0
1670,20,1, 1,0
1554,20,1, 1,0
1670,20,2, 1,0
1750,20,1, 1,0
2400,20,2, 2,0
1714,20,2, 1,0
2100,20,3, 1,0
2575,20,2, 1,0
1725,20,2, 1,0
2700,20,3, 2,0
1800,20,1, 1,0
2800,20,2, 1,0
3500,20,2, 2,0
2350,20,2, 2,0
2100,20,2, 1,0
3250,20,3, 3,0
1799,20,2, 2,0
1850,20,1, 1,0
2200,20,1, 1,0
2750,20,4, 2,1
1950,20,2, 2,0
1667,20,1, 1,0
1700,20,1, 1,0
2450,20,2, 2,0
1868,20,3, 1,0
2300,20,1, 1,0
1875,20,2, 1,1
2225,20,3, 3,0
2550,20,3, 1,0
1900,20,2, 1,0
4700,20,3, 3,1
4000,20,3, 3,1
1144,20,1, 1,0
2000,20,2, 2,0
1500,20,1, 1,0
2040,20,2, 1,0
3950,20,4, 3,1
2080,20,3, 1,0
1650,20,2, 2,0
2250,20,2, 1,0
1900,20,2, 2,0
2118,20,3, 2,0
2800,20,3, 2,0
6000,20,3, 4,0
1950,20,2, 2,0
3800,20,2, 2,0
3600,20,2, 2,0
2100,20,1, 1,1
2400,20,2, 2,0
3000,20,3, 3,0
1450,20,1, 1,1
1650,20,2, 1,0
3700,20,5, 4,1
2200,20,2, 1,1
1565,20,2, 1,0
1950,20,3, 1,1
1500,20,2, 1,0
2150,20,2, 1,0
2000,20,2, 1,0
2100,20,2, 1,0
3125,20,4, 3,1
2399,20,2, 2,1
1900,20,2, 2,0
1400,20,1, 1,0
1730,20,2, 1,0
2250,20,3, 2,0
4000,20,2, 3,0
1850,20,2, 1,0
7100,20,5, 5,1
7100,20,5, 5,1
2500,20,2, 1,0
2250,20,2, 2,0
1500,20,3, 1,0
3700,20,4, 2,1
4500,20,5, 4,1
2100,20,3, 3,0
2500,20,3, 1,0
2100,20,2, 2,0
3000,20,4, 2,0
1650,20,2, 2,0
2782,20,4, 4,0
2250,20,2, 1,0
1982,20,2, 1,0
4500,20,4, 4,0
1900,20,2, 2,0
3400,20,4, 2,0
2950,20,3, 3,0
2250,20,2, 1,0
2250,20,2, 2,0
1165,20,1, 1,0
1500,20,1, 1,0
2350,20,2, 1,0
3200,20,2, 2,0
3875,20,4, 3,0
2150,20,2, 1,0
2400,20,3, 2,0
1870,20,2, 1,1
2300,20,2, 2,0
9800,20,3, 2,0
2140,20,2, 1,0
11000,20,6, 4,1
2000,20,2, 2,0
15000,20,2, 3,0
2600,20,2, 1,0
2500,20,2, 2,0
1875,20,1, 1,0
1640,20,1, 1,1
2100,20,2, 1,0
1900,20,1, 2,0
3500,20,3, 1,0
2300,20,2, 1,0
2500,20,2, 3,0
2000,20,1, 2,0
1650,20,1, 1,0
2600,20,3, 2,0
2389,20,2, 1,0
2300,20,1, 1,0
1940,20,2, 2,0
2650,20,3, 2,0
2650,20,2, 2,1
2000,20,2, 1,0
4495,20,4, 2,1
1800,20,2, 1,0
2600,20,1, 1,0
1900,20,2, 1,0
1750,20,1, 1,0
2000,20,1, 1,0
1848,20,3, 1,1
3000,20,2, 2,0
1650,20,2, 1,1
3400,20,2, 2,0
1522,20,2, 2,0
2500,20,2, 1,0
1650,20,3, 3,0
2600,20,3, 3,0
1550,20,1, 1,0
1920,20,1, 1,1
1536,20,1, 1,0
1100,20,1, 1,0
2200,20,2, 2,0
2300,20,2, 2,0
2500,20,2, 2,0
3000,20,4, 2,1
2250,20,2, 1,0
5800,20,4, 5,1
2024,20,3, 3,0
1545,20,1, 1,0
1450,20,1, 1,0
2150,20,2, 1,0
3000,20,3, 2,1
1900,20,3, 3,0
3500,20,3, 3,0
2300,20,3, 1,0
2300,20,2, 1,0
3500,20,4, 4,0
3600,20,4, 4,0
2950,20,3, 2,0
2400,20,3, 3,0
1900,20,2, 1,0
3500,20,2, 2,1
1800,20,1, 1,0
9950,20,4, 3,1
10000,20,3, 4,0
2000,20,2, 2,0
2000,20,2, 1,0
1800,20,2, 2,0
1750,20,2, 2,1
2300,20,2, 2,0
2000,20,2, 1,0
1800,20,2, 1,0
1700,20,2, 1,1
1800,20,2, 2,0
1850,20,2, 1,1
1700,20,1, 1,0
2190,20,3, 2,0
6000,20,5, 3,0
5700,20,5, 4,1
4800,20,3, 4,0
2400,20,3, 3,0
3600,20,2, 2,0
2800,20,1, 1,0
1950,20,2, 1,1
2250,20,3, 1,0
1650,20,1, 1,0
1640,20,2, 1,0
4706,20,4, 3,1
1950,20,2, 2,0
4700,20,2, 2,0
2300,20,2, 1,0
1600,20,1, 1,0
2250,20,2, 2,0
2250,20,2, 2,0
6200,20,5, 4,1
2300,20,2, 2,1
1450,20,1, 1,0
2450,20,3, 1,1
1950,20,2, 2,0
1400,20,1, 1,0
2200,20,3, 2,1
1800,20,3, 1,0
1875,20,2, 2,0
2200,20,2, 2,0
2250,20,2, 1,0
1900,20,2, 1,0
1600,20,2, 1,1
2795,20,2, 2,0
2288,20,2, 2,0
1850,20,2, 2,0
3000,20,1, 1,0
1950,20,2, 1,0
950,20,1, 1,0
2350,20,2, 1,0
2100,20,2, 1,0
2000,20,2, 2,0
2400,20,2, 2,0
3500,20,4, 3,1
4995,20,3, 3,0
1900,20,1, 1,0
1550,20,2, 2,1
1800,20,3, 2,1
1600,20,1, 1,0
9950,20,4, 3,1
1750,20,1, 1,0
2200,20,3, 1,0
1799,20,1, 1,0
2025,20,2, 2,0
6500,20,2, 2,0
1400,20,2, 1,0
7500,20,4, 4,1
5500,20,5, 3,1
1698,20,1, 1,0
2100,20,2, 2,0
7250,20,3, 2,1
1925,20,1, 1,0
1850,20,1, 1,0
5000,20,4, 3,1
3750,20,3, 3,0
2500,20,2, 1,0
1599,20,1, 1,0
1200,20,1, 1,1
2000,20,2, 1,1
2000,20,3, 1,1
2000,20,2, 1,1
2990,20,3, 2,0
1775,20,3, 2,0
2200,20,2, 2,0
3600,20,1, 1,0
1900,20,2, 1,1
4600,20,2, 2,0
2500,20,3, 2,1
2450,20,1, 1,0
2900,20,2, 2,0
3900,20,3, 2,0
4500,20,3, 3,1
2800,20,1, 1,0
1550,20,1, 1,0
1550,20,1, 1,0
2040,20,2, 2,0
1675,20,1, 1,0
1950,20,2, 2,0
15000,20,5, 5,1
2000,20,2, 1,0
3750,20,4, 2,1
1280,20,1, 1,0
1875,20,2, 2,0
1800,20,1, 1,0
2195,20,2, 1,0
2100,20,3, 1,0
4500,20,1, 1,0
2629,20,4, 2,0
2700,20,2, 2,0
1950,20,1, 1,0
2025,20,2, 2,0
3100,20,3, 2,0
720,20,3, 3,0
880,20,2, 2,0
720,20,2, 2,0
880,20,2, 2,0
2800,20,2, 1,0
720,20,2, 2,0
1450,20,1, 1,0
1530,20,1, 1,1
2320,20,2, 2,0
7000,20,4, 3,1
3400,20,3, 2,0
2300,20,1, 1,0
2300,20,2, 2,0
1367,20,1, 1,0
1350,20,1, 1,1
1600,20,1, 1,0
3900,20,4, 1,1
1650,20,2, 2,1
1900,20,1, 1,0
2150,20,2, 1,1
1800,20,1, 1,0
3250,20,2, 2,0
1900,20,2, 1,0
1000,20,1, 1,0
1650,20,1, 1,0
1930,20,3, 3,0
2100,20,2, 2,0
1950,20,2, 2,0
1650,20,1, 1,0
4200,20,3, 2,0
3400,20,1, 1,0
6200,20,4, 3,0
2000,20,3, 1,0
2107,20,2, 2,0
1650,20,2, 1,0
2000,20,1, 1,0
2500,20,2, 2,0
3200,20,3, 2,0
4100,20,3, 2,0
9500,20,1, 7,0
4900,20,4, 5,0
1575,20,2, 2,0
1950,20,2, 2,0
3600,20,2, 4,0
5000,20,1, 2,1
1600,20,1, 1,0
2800,20,2, 1,0
1900,20,2, 1,0
1800,20,2, 1,0
8000,20,3, 3,0
1850,20,2, 2,0
2200,20,3, 2,0
2400,20,2, 2,0
2000,20,2, 2,0
1850,20,2, 2,0
2600,20,3, 3,0
1450,20,1, 1,0
1400,20,1, 1,0
1900,20,1, 1,0
2250,20,2, 2,1
3045,20,3, 3,0
3000,20,1, 1,0
1690,20,2, 1,0
3400,20,3, 3,1
950,20,1, 1,0
2500,20,2, 1,0
8500,20,3, 3,0
3500,20,2, 2,0
1650,20,2, 1,0
2335,20,2, 2,0
2850,20,3, 2,0
3500,20,3, 2,1
2000,20,1, 1,0
2325,20,2, 2,0
3000,20,3, 2,0
3600,20,2, 2,0
3400,20,1, 1,0
4500,20,3, 3,1
7500,20,7, 6,0
9500,20,5, 4,1
2200,20,2, 1,1
3600,20,1, 2,0
3750,20,2, 1,0
4100,20,1, 1,0
4050,20,2, 2,0
3900,20,1, 1,0
3900,20,1, 1,0
1900,20,1, 1,0
2150,20,2, 2,0
2550,20,3, 3,0
2700,20,4, 2,1
3900,20,2, 2,0
3495,20,4, 1,1
1850,20,2, 1,0
6300,20,5, 4,1
3000,20,3, 3,0
2500,20,1, 1,0
3200,20,1, 1,0
3600,20,2, 2,0
3600,20,2, 2,0
3400,20,2, 2,0
1000,20,1, 1,0
2000,20,3, 1,1
1036,20,1, 1,0
2392,20,3, 2,0
3500,20,3, 2,0
1925,20,2, 2,0
3000,20,1, 1,0
3250,20,3, 2,0
2000,20,1, 1,0
2050,20,2, 2,0
2350,20,3, 3,0
2500,20,4, 3,0
2490,20,3, 2,0
1950,20,2, 2,0
1495,20,1, 1,0
2995,20,2, 2,0
1450,20,2, 1,0
4900,20,2, 2,0
2450,20,1, 1,0
2450,20,1, 1,0
1549,20,1, 1,0
2500,20,2, 2,0
7000,20,2, 3,0
2350,20,4, 1,0
5400,20,3, 3,0
4200,20,2, 2,0
4150,20,2, 2,0
3900,20,1, 1,0
3900,20,1, 1,0
4500,20,2, 1,0
2750,20,2, 3,1
1850,20,1, 1,0
1925,20,2, 2,0
1500,20,1, 1,0
4500,20,2, 2,0
1750,20,1, 1,0
2000,20,2, 2,0
2500,20,3, 2,0
3580,20,3, 2,0
2500,20,2, 2,0
2400,20,2, 2,0
1950,20,2, 2,0
2550,20,3, 3,0
4645,20,3, 2,0
3580,20,1, 1,0
3500,20,1, 1,0
2700,20,1, 1,0
3980,20,2, 2,0
3400,20,1, 1,0
3980,20,3, 2,0
3580,20,2, 1,0
3360,20,2, 2,0
10000,20,5, 3,1
4250,20,2, 2,0
4500,20,2, 2,0
4500,20,2, 2,0
4200,20,2, 2,0
960,20,1, 1,0
3640,20,2, 1,0
2387,20,1, 1,0
2050,20,1, 1,0
4000,20,2, 3,0
5000,20,2, 3,0
5500,20,3, 4,0
6000,20,3, 4,0
15000,20,4, 5,0
2660,20,3, 2,0
6500,20,1, 2,0
2042,20,2, 1,0
2000,20,2, 2,0
2225,20,2, 2,0
1655,20,2, 2,0
1040,20,1, 1,0
996,20,1, 1,0
1000,20,1, 1,0
920,20,1, 1,0
2200,20,2, 2,0
2200,20,2, 2,0
1750,20,1, 1,0
1040,20,6, 6,0
928,20,6, 6,0
1120,20,6, 6,0
912,20,6, 6,0
1080,20,6, 6,0
1008,20,6, 6,0
1016,20,6, 6,0
896,20,6, 6,0
912,20,6, 6,0
1000,20,6, 6,0
1020,20,6, 6,0
1032,20,6, 6,0
1060,20,6, 6,0
1080,20,6, 6,0
1100,20,6, 6,0
1120,20,6, 6,0
1088,20,6, 6,0
1088,20,6, 6,0
2700,20,2, 2,0
2150,20,1, 1,0
6000,20,3, 3,0
500,20,1, 1,0
2595,20,4, 3,0
2024,20,2, 2,0
2172,20,2, 2,0
1899,20,1, 1,0
2505,20,3, 2,0
1850,20,1, 1,0
2100,20,2, 2,0
2242,20,2, 2,0
1877,20,1, 1,0
2473,20,2, 2,0
3800,20,3, 2,0
2264,20,2, 2,0
1975,20,1, 1,1
2300,20,2, 2,1
2550,20,2, 2,1
3000,20,3, 2,1
2600,20,1, 1,0
1040,20,1, 1,0
980,20,1, 1,0
1000,20,1, 1,0
1040,20,1, 1,0
1080,20,1, 1,0
1000,20,1, 1,0
1040,20,1, 1,0
1080,20,1, 1,0
1120,20,1, 1,0
1080,20,2, 2,0
944,20,3, 1,0
928,20,3, 1,0
936,20,3, 1,0
880,20,1, 1,0
916,20,3, 1,0
1080,20,6, 6,0
1080,20,6, 6,0
1008,20,8, 8,0
1032,20,7, 7,0
1128,20,4, 4,0
860,20,4, 4,0
1750,20,1, 1,0
3600,20,2, 1,0
2300,20,1, 1,0
2100,20,1, 1,0
3650,20,2, 2,0
3750,20,2, 2,0
2300,20,1, 1,0
3245,20,2, 2,0
3575,20,2, 2,0
5030,20,3, 3,1
2545,20,1, 1,1
3245,20,2, 2,1
4230,20,3, 2,0
15000,20,2, 3,0
4200,20,2, 2,0
4300,20,2, 2,0
3300,20,2, 2,0
3150,20,2, 2,1
6000,20,3, 3,0
3572,20,2, 2,0
4000,20,2, 2,0
4200,20,3, 2,0
2392,20,2, 2,0
3600,20,2, 2,0
6000,20,2, 3,1
2300,20,1, 1,0
3360,20,1, 1,0
2800,20,1, 1,0
2940,20,2, 2,0
2940,20,2, 2,0
2800,20,1, 2,0
2800,20,1, 1,0
3360,20,1, 2,0
3360,20,1, 2,0
3360,20,1, 2,0
3360,20,2, 1,0
3360,20,1, 2,0
3360,20,1, 1,0
3920,20,2, 2,0
3920,20,2, 2,0
4200,20,2, 2,0
3920,20,2, 2,0
3920,20,2, 2,0
4620,20,3, 2,0
3304,20,1, 1,0
3528,20,2, 2,0
2000,21,3, 2,0
975,21,1, 1,0
1875,21,2, 1,0
1950,21,2, 1,0
1500,21,1, 1,0
2100,21,3, 1,1
1600,21,1, 1,0
2000,21,3, 1,1
1650,21,2, 2,1
2500,21,2, 1,0
1868,21,3, 1,0
1950,21,3, 1,1
1650,21,2, 1,1
1750,21,2, 2,1
1850,21,2, 1,1
1450,21,1, 1,0
1600,21,2, 1,1
1550,21,2, 2,1
1800,21,3, 2,1
2000,21,3, 2,0
975,21,1, 1,0
1875,21,2, 1,0
1950,21,2, 1,0
1500,21,1, 1,0
2100,21,3, 1,1
1600,21,1, 1,0
2000,21,3, 1,1
1650,21,2, 2,1
2500,21,2, 1,0
1868,21,3, 1,0
1950,21,3, 1,1
1650,21,2, 1,1
1750,21,2, 2,1
1850,21,2, 1,1
1450,21,1, 1,0
1600,21,2, 1,1
1550,21,2, 2,1
1800,21,3, 2,1
1400,21,2, 1,0
1200,21,1, 1,1
2000,21,3, 1,1
1875,21,2, 2,0
1450,21,1, 1,0
1650,21,2, 2,1
1690,21,2, 1,0
950,21,1, 1,0
2200,22,2, 1,0
1750,22,1, 1,0
2500,22,2, 2,0
2000,22,3, 2,0
2300,22,2, 1,0
2600,22,3, 4,0
2400,22,3, 1,0
2300,22,3, 2,0
1550,22,1, 1,0
1545,22,1, 1,0
1600,22,1, 1,0
2200,22,2, 2,0
1890,22,1, 1,0
2200,22,1, 1,0
2700,22,3, 2,1
1795,22,1, 1,0
1150,22,1, 1,0
1800,22,1, 1,0
2600,22,2, 2,0
2200,22,2, 1,0
1750,22,1, 1,0
2500,22,2, 2,0
2000,22,3, 2,0
2300,22,2, 1,0
2600,22,3, 4,0
2400,22,3, 1,0
2300,22,3, 2,0
1550,22,1, 1,0
1545,22,1, 1,0
1600,22,1, 1,0
2200,22,2, 2,0
1890,22,1, 1,0
2200,22,1, 1,0
2700,22,3, 2,1
1795,22,1, 1,0
1150,22,1, 1,0
1800,22,1, 1,0
2600,22,2, 2,0
1750,22,2, 1,0
1150,22,1, 1,0
1550,22,1, 1,0
1570,22,2, 1,0
2250,22,2, 2,0
1674,22,1, 1,0
1300,22,1, 1,0
2000,22,2, 2,0
1768,22,1, 1,0
1768,22,2, 1,1
1600,22,1, 1,0
2495,22,3, 2,0
2400,22,2, 2,0
1700,22,2, 2,0
2200,22,2, 1,0
1650,22,1, 1,1
1650,22,1, 1,1
1700,22,2, 2,0
1300,22,1, 1,0
1750,22,1, 1,0
2200,22,3, 2,0
1715,22,2, 1,0
2300,22,3, 2,0
1950,22,3, 3,0
1975,22,2, 3,0
1550,22,1, 1,0
1700,22,2, 2,0
1721,22,2, 1,0
1828,22,2, 1,0
1750,22,2, 2,0
1925,22,3, 3,0
1495,22,2, 1,0
2350,22,3, 2,0
1475,22,2, 2,0
1600,22,2, 2,0
3000,22,3, 3,0
2940,22,4, 2,1
2850,22,3, 2,0
2750,22,3, 1,0
3750,22,3, 2,0
2000,22,2, 1,0
2300,22,2, 1,0
2500,22,2, 2,0
1300,22,1, 1,0
2400,22,3, 2,0
1697,22,2, 1,0
2950,22,3, 2,1
1686,22,2, 2,0
4250,22,4, 1,0
1280,22,2, 1,0
2500,22,2, 2,0
1800,22,2, 2,0
1600,22,3, 1,0
4000,22,2, 2,0
1400,22,1, 1,0
600,22,1, 1,0
2200,22,3, 2,0
3750,22,4, 3,0
2300,22,3, 2,0
1000,22,1, 1,0
1000,22,1, 1,1
1850,22,1, 1,0
3250,22,3, 1,0
1800,22,2, 1,0
1450,22,2, 1,0
2000,22,2, 2,0
1800,22,2, 1,0
1700,22,1, 1,0
2600,22,2, 1,0
1900,22,1, 1,0
3800,22,5, 4,1
1260,22,2, 1,0
1300,22,1, 1,0
1600,22,1, 1,0
1600,22,1, 1,0
3500,22,3, 2,1
1925,22,2, 1,0
1460,22,1, 1,0
2000,22,2, 1,0
1687,22,3, 1,1
1569,22,1, 1,0
2000,22,3, 2,0
2400,22,4, 2,0
2200,22,2, 2,0
2100,22,2, 1,0
2549,22,2, 2,0
1490,22,1, 1,0
1850,22,1, 1,0
2450,22,2, 1,0
2400,22,2, 1,0
1950,22,2, 1,0
2200,22,2, 1,0
1550,22,2, 1,1
2900,22,2, 3,0
1800,22,1, 1,0
2200,22,2, 1,0
1730,22,2, 1,0
2100,22,3, 3,0
8000,22,4, 3,1
1987,22,1, 1,1
2400,22,2, 2,0
3495,22,4, 2,0
2000,22,2, 2,0
1800,22,2, 2,1
2850,22,3, 2,1
3300,22,3, 2,0
2999,22,2, 2,0
3300,22,3, 1,0
1999,22,2, 2,0
3822,22,4, 4,1
1737,22,2, 1,0
4000,22,4, 3,1
2200,22,2, 1,0
1300,22,1, 1,0
1567,22,1, 1,0
1872,22,2, 1,0
1510,22,1, 1,0
1900,22,2, 2,0
1800,22,2, 2,0
1700,22,2, 1,0
1695,22,1, 1,0
1685,22,2, 1,0
1600,22,2, 2,0
1357,22,1, 1,0
1900,22,2, 1,0
2200,22,2, 2,0
2450,22,3, 2,0
2500,22,3, 3,0
1750,22,1, 1,1
1200,22,1, 1,0
1900,22,1, 1,0
1950,22,2, 1,0
1600,22,2, 1,0
2200,22,2, 2,0
1961,22,1, 1,0
2000,22,2, 2,0
2819,22,3, 2,0
1747,22,2, 1,0
1100,22,1, 1,0
1401,22,1, 1,0
2400,22,2, 2,0
2300,22,2, 1,0
2400,22,2, 2,0
3300,22,3, 2,0
1883,22,2, 1,0
1878,22,2, 1,0
2200,22,1, 1,0
2280,22,3, 2,0
1700,22,2, 1,0
2300,22,3, 3,0
3640,22,3, 3,0
1850,22,2, 2,1
1400,22,1, 1,0
4500,22,4, 2,0
2350,22,2, 2,0
1800,22,2, 2,0
1701,22,1, 1,0
1766,22,1, 1,0
3000,22,2, 3,0
1600,22,2, 1,0
1800,22,2, 1,1
1800,22,2, 2,0
1950,22,1, 1,0
2065,22,3, 3,0
2204,22,3, 1,1
1600,22,1, 1,0
1650,22,1, 1,0
2695,22,4, 2,1
1750,22,1, 1,0
1744,22,2, 1,0
1550,22,1, 1,0
2400,22,2, 1,0
2180,22,3, 3,0
3000,22,2, 2,0
1850,22,2, 2,0
1700,22,1, 1,0
1950,22,2, 1,0
1850,22,2, 1,0
1700,22,2, 1,0
2000,22,2, 2,1
2950,22,4, 2,0
1950,22,2, 2,0
3600,22,3, 2,1
1425,22,1, 1,0
970,22,1, 1,0
1700,22,2, 2,0
2000,22,3, 1,1
2300,22,2, 1,0
1875,22,2, 1,0
975,22,1, 1,0
1995,22,2, 1,0
1850,22,2, 2,1
2320,22,4, 3,1
2100,22,2, 1,0
2400,22,4, 3,0
1627,22,2, 2,0
1500,22,1, 1,0
